"carat","cut","color","depth","price","x","y","z"
1.2,"Premium","F",62.9,5712,6.8,6.72,4.25
1.2,"Ideal","H",61,5712,6.9,6.84,4.19
1.01,"Very Good","F",63.5,5713,6.38,6.31,4.03
1.06,"Very Good","D",59.4,5713,6.65,6.72,3.97
1.01,"Premium","F",58.9,5713,6.57,6.5,3.85
1.01,"Premium","G",62.6,5713,6.41,6.34,3.99
1.24,"Ideal","I",61.3,5714,6.9,6.93,4.24
1.22,"Ideal","G",59.6,5714,7.05,7.02,4.19
1.27,"Very Good","H",60.6,5715,6.97,7,4.23
1.35,"Premium","J",61.1,5715,7.13,7.1,4.35
1.23,"Ideal","F",62.8,5715,6.74,6.86,4.27
1.35,"Premium","I",59.8,5715,7.26,7.2,4.32
1.1,"Premium","F",59.5,5717,6.7,6.77,4.01
1.19,"Ideal","E",60.2,5717,6.84,6.87,4.13
1.32,"Very Good","H",63.5,5717,6.88,6.92,4.38
0.91,"Ideal","D",60.6,5717,6.27,6.3,3.81
1.23,"Premium","I",60.3,5717,6.95,6.92,4.18
1.23,"Premium","I",62,5717,6.91,6.83,4.26
1.23,"Premium","H",62,5717,6.92,6.88,4.28
1.2,"Premium","H",62.4,5718,6.76,6.79,4.23
1,"Very Good","E",59.2,5718,6.49,6.55,3.86
1,"Premium","F",60.6,5718,6.5,6.46,3.93
1.28,"Ideal","I",62.5,5719,6.88,6.95,4.32
1,"Very Good","E",62.8,5720,6.28,6.33,3.96
1.21,"Premium","F",61.1,5720,6.78,6.74,4.13
1.22,"Very Good","D",62.2,5721,6.85,6.91,4.28
1.32,"Ideal","I",61.7,5721,7.07,7.03,4.35
1.03,"Premium","H",61.8,5722,6.48,6.43,3.99
1.2,"Ideal","G",61.1,5722,6.83,6.86,4.18
1.2,"Ideal","J",61,5722,6.81,6.89,4.18
1.31,"Premium","H",62.1,5722,6.98,6.97,4.33
1.36,"Very Good","J",62,5723,7.01,7.06,4.36
1,"Good","G",63,5723,6.25,6.35,3.97
1.4,"Premium","G",60.6,5723,7.26,7.22,4.39
1.46,"Fair","H",56.3,5723,7.61,7.55,4.27
1,"Very Good","G",63.1,5723,6.39,6.31,4.01
1,"Premium","D",59.2,5723,6.54,6.49,3.86
1,"Premium","D",62.2,5723,6.45,6.34,3.98
1.2,"Very Good","I",62.5,5724,6.73,6.77,4.22
1.01,"Good","E",63.9,5724,6.37,6.31,4.05
1.04,"Premium","F",62.5,5724,6.46,6.43,4.03
1.24,"Very Good","H",64,5725,6.79,6.83,4.36
1.21,"Very Good","I",60.6,5726,6.89,6.85,4.16
1.05,"Ideal","H",61.7,5728,6.52,6.55,4.03
1.3,"Ideal","J",61.5,5728,7.03,7.06,4.33
0.99,"Ideal","F",62.8,5728,6.3,6.38,3.98
1,"Ideal","E",62.2,5728,6.4,6.5,4
1,"Ideal","E",62.8,5728,6.32,6.4,4.01
1.13,"Premium","H",61.7,5728,6.73,6.65,4.13
1,"Fair","E",67,5729,6.23,6.18,4.16
0.93,"Premium","F",62.3,5729,6.25,6.21,3.88
1.1,"Very Good","H",63.1,5729,6.6,6.52,4.14
1.1,"Premium","H",62.5,5729,6.59,6.54,4.1
1.01,"Good","F",63.3,5731,6.32,6.39,4.02
1.01,"Very Good","D",62.9,5731,6.33,6.38,4
1.01,"Very Good","D",62.6,5731,6.36,6.39,3.99
1.09,"Ideal","H",61.5,5732,6.64,6.65,4.09
0.91,"Very Good","F",62.6,5733,6.1,6.16,3.84
1.02,"Very Good","D",62.8,5733,6.37,6.41,4.01
2.27,"Fair","J",67.6,5733,8.05,8,5.43
1.2,"Ideal","I",62.3,5736,6.74,6.8,4.22
1.26,"Very Good","H",62.2,5736,6.86,6.9,4.28
1.04,"Very Good","H",60.4,5738,6.55,6.59,3.97
1.22,"Premium","G",60.5,5739,6.96,6.92,4.2
1.21,"Premium","I",61.9,5739,6.76,6.81,4.2
1.22,"Premium","G",61.9,5739,6.88,6.79,4.23
1.22,"Very Good","E",63.3,5739,6.78,6.75,4.28
1.22,"Premium","D",62.3,5739,6.84,6.8,4.25
1.25,"Premium","I",62.4,5740,6.89,6.85,4.29
1.25,"Premium","H",61.2,5740,6.95,6.84,4.22
1.25,"Premium","J",62.2,5740,6.92,6.88,4.29
1.25,"Premium","H",61.6,5740,6.95,6.85,4.25
1.01,"Premium","G",63,5741,6.42,6.37,4.03
1.24,"Premium","F",62.2,5741,6.86,6.8,4.25
1.01,"Premium","E",62.8,5741,6.38,6.33,3.99
1.01,"Very Good","F",60.6,5743,6.37,6.43,3.88
1.17,"Ideal","G",62.6,5743,6.74,6.78,4.23
1,"Good","H",60.1,5743,6.38,6.47,3.86
1.03,"Premium","H",61.2,5744,6.52,6.55,4
1.31,"Premium","I",59.1,5744,7.2,7.15,4.24
1.31,"Premium","I",60.5,5744,7.11,7.04,4.28
1.08,"Ideal","H",61.9,5745,6.61,6.64,4.1
1.21,"Premium","F",59.9,5746,6.92,6.88,4.13
1.2,"Premium","H",62.2,5746,6.78,6.72,4.2
1.2,"Premium","H",62.1,5746,6.79,6.74,4.2
1.2,"Premium","H",62.7,5746,6.78,6.75,4.24
1.01,"Very Good","G",62.7,5747,6.32,6.35,3.97
1.01,"Good","D",58.3,5747,6.59,6.61,3.85
1.19,"Premium","I",59.9,5747,6.91,6.85,4.12
1.34,"Ideal","J",62,5748,7.04,7.12,4.39
1.06,"Ideal","I",61.6,5748,6.53,6.58,4.04
1.07,"Ideal","I",61.5,5748,6.57,6.59,4.05
1.01,"Premium","E",61,5749,6.47,6.44,3.94
1.51,"Fair","I",65.1,5750,7.16,7.12,4.65
1.15,"Very Good","H",63.1,5750,6.7,6.62,4.2
1.11,"Premium","G",62.4,5750,6.65,6.61,4.14
1.01,"Ideal","E",59.8,5751,6.56,6.48,3.9
1.17,"Premium","H",62.5,5751,6.79,6.75,4.23
1.17,"Ideal","H",62.1,5751,6.83,6.77,4.22
1.3,"Premium","E",61.5,5751,7.05,7,4.32
1.07,"Very Good","H",62.3,5752,6.53,6.64,4.1
0.81,"Ideal","E",62.5,5752,5.95,5.98,3.73
0.9,"Very Good","G",60.1,5754,6.22,6.26,3.75
1,"Very Good","D",60.5,5755,6.42,6.48,3.9
1,"Ideal","D",62.7,5755,6.39,6.43,4.02
1.34,"Premium","D",60.3,5756,7.16,7.11,4.3
1.08,"Ideal","H",60.6,5756,6.61,6.65,4.02
1.01,"Good","G",58.9,5756,6.46,6.55,3.83
0.9,"Very Good","D",63,5757,6.11,6.15,3.86
0.9,"Very Good","D",63,5757,6.13,6.18,3.88
1.07,"Good","H",63.8,5758,6.54,6.47,4.15
1.02,"Very Good","G",63.5,5758,6.43,6.38,4.07
0.92,"Ideal","H",62.5,5758,6.25,6.3,3.92
1.08,"Premium","D",62.6,5758,6.62,6.57,4.13
1.35,"Premium","E",61.5,5758,7.11,7.06,4.36
1.06,"Ideal","F",62.1,5758,6.53,6.51,4.05
1.35,"Very Good","J",62.1,5759,7.04,7.1,4.39
1.01,"Very Good","G",60.7,5759,6.42,6.46,3.91
1.01,"Very Good","G",61.9,5759,6.34,6.38,3.94
1.01,"Very Good","G",61.5,5759,6.41,6.47,3.96
1,"Very Good","F",62.7,5759,6.29,6.34,3.96
1.01,"Very Good","G",61.6,5759,6.36,6.46,3.95
1.01,"Premium","G",60.2,5759,6.48,6.55,3.92
1.01,"Premium","G",61.2,5759,6.46,6.49,3.96
1.01,"Very Good","G",59.9,5759,6.46,6.52,3.89
1.01,"Very Good","G",63,5759,6.35,6.41,4.02
1.01,"Very Good","E",61.9,5759,6.33,6.41,3.94
1.31,"Premium","I",61.9,5759,7.07,6.98,4.35
1.31,"Premium","I",62.8,5759,6.98,6.9,4.36
1.13,"Ideal","G",61.8,5759,6.71,6.75,4.16
1.28,"Good","J",59.1,5759,7.06,7.16,4.2
1.01,"Very Good","E",59.3,5760,6.5,6.56,3.87
1.21,"Premium","I",61.6,5760,6.89,6.85,4.23
1.22,"Ideal","I",59.5,5761,6.91,6.97,4.13
1.27,"Ideal","F",61.8,5761,6.96,6.89,4.28
1.27,"Premium","J",60.1,5761,7.06,6.99,4.22
1.35,"Ideal","F",62.9,5761,7.05,7.03,4.43
1.05,"Premium","D",60.5,5762,6.62,6.53,3.98
1.23,"Ideal","J",61.7,5763,6.87,6.8,4.22
1.23,"Very Good","I",60.5,5763,6.9,6.94,4.19
1.2,"Ideal","I",60.3,5763,6.87,6.97,4.17
1.14,"Ideal","H",62.2,5763,6.69,6.74,4.18
1.07,"Premium","H",62.5,5764,6.6,6.52,4.1
1.68,"Good","E",64.3,5765,7.44,7.48,4.8
1.2,"Ideal","I",59.3,5765,6.95,7.04,4.15
1.38,"Ideal","J",61,5765,7.22,7.26,4.42
1.33,"Premium","I",62.3,5765,7.01,6.98,4.36
1,"Very Good","G",59,5766,6.49,6.56,3.85
1,"Good","G",59.3,5766,6.51,6.57,3.88
1.04,"Premium","E",59.6,5766,6.59,6.56,3.92
1.2,"Ideal","G",61.7,5766,6.84,6.77,4.2
1.56,"Ideal","J",62.1,5766,7.45,7.41,4.62
1.04,"Good","E",63.8,5766,6.46,6.39,4.1
1.07,"Very Good","D",61.8,5767,6.54,6.57,4.05
1.07,"Ideal","D",61.8,5767,6.54,6.59,4.06
0.96,"Ideal","F",61.2,5767,6.34,6.38,3.89
1.02,"Ideal","I",62.1,5767,6.47,6.51,4.03
1.51,"Premium","H",60.7,5767,7.42,7.37,4.49
1.23,"Ideal","H",63,5768,6.78,6.72,4.27
1.03,"Good","H",63.8,5768,6.36,6.3,4.04
1.09,"Ideal","F",62,5768,6.61,6.56,4.08
1.23,"Premium","J",61.2,5768,6.92,6.86,4.22
1.11,"Good","F",63.1,5769,6.59,6.63,4.17
1.1,"Very Good","F",58.9,5769,6.73,6.78,3.98
1.05,"Very Good","E",60.7,5770,6.54,6.6,3.99
1.13,"Fair","H",65.3,5771,6.52,6.44,4.23
0.9,"Good","G",63.1,5771,6.09,6.18,3.87
1.09,"Very Good","E",62.8,5771,6.53,6.6,4.12
1.29,"Very Good","I",63.6,5771,6.88,6.92,4.39
1.29,"Ideal","J",62.1,5771,6.92,6.96,4.31
1.22,"Premium","H",62.2,5773,6.84,6.76,4.23
1.02,"Ideal","F",62.3,5773,6.41,6.44,4
1.1,"Premium","E",62.9,5773,6.62,6.55,4.14
1.22,"Ideal","H",62.7,5773,6.82,6.73,4.25
1.03,"Premium","F",62.6,5774,6.45,6.4,4.02
1,"Premium","D",60.3,5775,6.44,6.47,3.89
1,"Ideal","D",60.6,5775,6.5,6.54,3.95
1,"Ideal","D",60.5,5775,6.48,6.52,3.93
1,"Premium","D",62.5,5775,6.32,6.38,3.97
1.25,"Very Good","H",62.8,5775,6.82,6.87,4.3
1,"Premium","D",61.4,5775,6.37,6.43,3.93
1.08,"Premium","H",62.9,5775,6.59,6.54,4.13
1.24,"Premium","E",58.5,5775,7.08,7.01,4.11
1.04,"Premium","H",60.4,5777,6.66,6.51,3.98
1.01,"Very Good","E",61.7,5777,6.41,6.45,3.97
1.01,"Ideal","H",62.6,5777,6.37,6.4,4
1.02,"Very Good","D",63.3,5778,6.33,6.38,4.02
1.34,"Ideal","I",61.3,5778,7.16,7.12,4.38
1.34,"Premium","J",62.6,5778,7.08,7.01,4.41
1.01,"Very Good","G",62.9,5779,6.28,6.35,3.97
1.13,"Premium","H",62.4,5779,6.61,6.66,4.14
0.92,"Very Good","D",60.8,5779,6.24,6.27,3.8
1.2,"Good","H",63.7,5779,6.72,6.68,4.27
1.2,"Premium","H",61.4,5779,6.81,6.77,4.17
0.92,"Ideal","D",62.3,5779,6.2,6.23,3.87
1.29,"Ideal","J",62,5779,6.98,6.92,4.31
1.2,"Premium","E",60.4,5779,6.95,6.89,4.18
1.11,"Very Good","H",61.9,5780,6.63,6.65,4.11
1.01,"Premium","D",60,5780,6.51,6.45,3.89
1.01,"Premium","D",61.2,5780,6.47,6.41,3.94
1.11,"Premium","H",62.6,5781,6.63,6.59,4.14
1.16,"Premium","F",60.5,5781,6.86,6.8,4.13
1.24,"Very Good","J",62.1,5783,6.85,6.96,4.29
1.24,"Very Good","J",62.4,5783,6.81,6.89,4.27
1.24,"Very Good","I",60.1,5783,6.95,7.02,4.2
1.06,"Premium","H",62.6,5783,6.49,6.54,4.08
1.06,"Premium","H",62,5783,6.5,6.57,4.05
1.06,"Very Good","H",62.5,5783,6.47,6.49,4.05
1.09,"Very Good","G",59.9,5783,6.59,6.73,3.99
1,"Good","E",61.6,5784,6.35,6.42,3.93
1.01,"Fair","F",65.1,5784,6.17,6.21,4.03
1.33,"Very Good","J",62.7,5785,6.97,7.01,4.38
1.01,"Good","F",64,5786,6.37,6.32,4.06
1.23,"Premium","G",62.2,5786,6.78,6.74,4.27
1.34,"Very Good","J",62.3,5787,6.97,7.05,4.37
1.01,"Premium","G",62.4,5787,6.45,6.41,4.01
1.21,"Good","E",64,5787,6.65,6.59,4.24
1.3,"Premium","F",61.6,5788,7.07,6.92,4.33
1.23,"Very Good","I",59.7,5789,6.94,7.02,4.17
1.01,"Very Good","F",62.3,5789,6.38,6.42,3.99
1.08,"Ideal","H",61.9,5791,6.58,6.64,4.09
1.03,"Premium","G",59.5,5791,6.6,6.54,3.91
1.26,"Ideal","G",61.5,5792,6.94,6.89,4.25
1.16,"Ideal","D",62.1,5793,6.74,6.79,4.2
1.21,"Premium","H",62.8,5793,6.72,6.68,4.21
1.22,"Premium","F",62.5,5794,6.78,6.73,4.22
0.9,"Very Good","D",59.1,5795,6.24,6.28,3.7
0.91,"Ideal","G",62.1,5795,6.17,6.2,3.84
1.28,"Ideal","J",62.8,5795,6.93,6.87,4.33
1.04,"Ideal","F",60.9,5795,6.61,6.56,4.01
1.38,"Ideal","I",61.8,5796,7.14,7.1,4.4
1.24,"Ideal","H",62,5797,6.87,6.9,4.27
1.24,"Ideal","I",62.1,5797,6.84,6.88,4.26
1.01,"Fair","D",59.1,5797,6.56,6.44,3.84
1,"Ideal","F",62.4,5798,6.37,6.42,3.99
1.06,"Ideal","E",61.6,5798,6.55,6.59,4.05
1.16,"Very Good","H",62.8,5799,6.7,6.64,4.19
1.09,"Premium","D",61.6,5799,6.61,6.57,4.06
1.35,"Premium","G",62.4,5799,7.07,6.97,4.38
1.32,"Premium","J",60.4,5800,7.11,7.14,4.3
1.03,"Very Good","E",61.3,5800,6.46,6.53,3.98
1.18,"Premium","H",61.8,5801,6.79,6.74,4.18
1.51,"Fair","J",65.1,5801,7.13,7.09,4.63
1.14,"Premium","G",60,5801,6.85,6.79,4.09
1.19,"Premium","H",62.7,5802,6.76,6.7,4.22
1.11,"Premium","E",61.3,5802,6.61,6.66,4.07
1.02,"Very Good","D",64.2,5803,6.32,6.35,4.07
1,"Very Good","F",61,5804,6.38,6.43,3.91
1.03,"Ideal","D",61.2,5804,6.51,6.57,4
1.03,"Ideal","D",61.6,5804,6.49,6.53,4.01
1.03,"Ideal","D",61,5804,6.48,6.53,3.97
1,"Ideal","D",61.9,5804,6.39,6.41,3.96
1.16,"Ideal","D",62,5805,6.73,6.76,4.18
1.08,"Very Good","E",63,5805,6.5,6.52,4.1
1.04,"Ideal","H",60.7,5805,6.56,6.61,4
0.92,"Ideal","F",61.2,5805,6.25,6.3,3.84
1.1,"Premium","H",61.2,5805,6.75,6.64,4.1
1,"Premium","G",63,5806,6.4,6.36,4.02
1,"Premium","G",62.9,5806,6.42,6.27,3.99
1,"Very Good","G",63.4,5806,6.31,6.27,3.99
1,"Very Good","G",63.1,5806,6.38,6.33,4.01
1,"Premium","G",62.1,5806,6.43,6.39,3.98
1.02,"Ideal","E",61.9,5806,6.49,6.46,4.01
1.22,"Ideal","I",60.2,5807,6.96,6.9,4.17
1.22,"Ideal","I",60.2,5807,6.99,6.93,4.19
1.22,"Ideal","H",61.1,5807,6.9,5.92,4.22
1.22,"Ideal","H",61.7,5807,6.91,6.83,4.24
1.22,"Ideal","I",62.6,5807,6.8,6.77,4.25
1.5,"Very Good","G",60.3,5808,7.34,7.39,4.44
1.32,"Ideal","J",62.5,5808,7,7.04,4.39
1.14,"Premium","H",62,5809,6.74,6.65,4.15
1.24,"Good","E",58.5,5809,7.03,7.1,4.13
1.14,"Premium","D",60.5,5809,6.79,6.73,4.09
1.25,"Ideal","H",61.2,5810,6.93,6.89,4.23
1.01,"Very Good","D",61.8,5812,6.33,6.38,3.93
1.01,"Ideal","D",61.4,5812,6.4,6.44,3.94
1.06,"Premium","G",62.3,5813,6.52,6.49,4.05
1.13,"Ideal","I",61.6,5813,6.72,6.74,4.15
1.07,"Premium","F",61.7,5813,6.66,6.5,4.06
1.02,"Very Good","E",62.6,5814,6.4,6.45,4.02
1.21,"Ideal","H",62,5814,6.81,6.87,4.25
1.03,"Premium","G",62.2,5814,6.51,6.48,4.04
1.01,"Very Good","D",61.6,5815,6.42,6.47,3.97
1.29,"Premium","J",60.5,5815,7.07,6.99,4.25
1.18,"Very Good","H",63.3,5815,6.75,6.72,4.26
1.02,"Good","G",63.6,5816,6.38,6.41,4.07
1.02,"Ideal","G",62.6,5816,6.41,6.43,4.02
1.02,"Ideal","G",62,5816,6.38,6.46,3.98
1.09,"Ideal","F",62,5816,6.56,6.61,4.08
1.09,"Ideal","F",62,5816,6.59,6.61,4.09
1.2,"Very Good","I",62.4,5816,6.73,6.79,4.22
0.3,"Ideal","H",61.3,605,4.31,4.33,2.65
0.3,"Good","H",63.6,605,4.24,4.28,2.71
0.3,"Ideal","F",62.7,605,4.27,4.31,2.69
0.3,"Premium","G",60,605,4.3,4.33,2.59
0.3,"Very Good","H",61,605,4.3,4.32,2.63
0.3,"Ideal","H",61.5,605,4.33,4.35,2.67
0.3,"Premium","F",60.7,605,4.32,4.35,2.63
0.3,"Ideal","G",61.8,605,4.29,4.32,2.66
0.3,"Ideal","H",62.2,605,4.26,4.29,2.66
0.3,"Very Good","G",62.2,605,4.24,4.28,2.65
0.3,"Premium","F",61.4,605,4.27,4.3,2.63
0.3,"Premium","F",62.2,605,4.28,4.31,2.67
0.3,"Very Good","G",62.8,605,4.26,4.28,2.68
0.3,"Very Good","G",62.8,605,4.23,4.27,2.67
0.3,"Ideal","H",61.7,605,4.31,4.34,2.67
0.3,"Premium","H",62.4,605,4.26,4.3,2.67
0.3,"Ideal","F",61.8,605,4.3,4.31,2.66
0.3,"Very Good","G",60.3,605,4.3,4.33,2.6
0.3,"Good","H",63.7,605,4.24,4.27,2.71
0.3,"Good","G",63.1,605,4.24,4.28,2.69
0.3,"Very Good","H",62.8,605,4.22,4.25,2.66
0.3,"Very Good","G",62.8,605,4.25,4.29,2.68
0.3,"Very Good","G",62.9,605,4.27,4.32,2.7
0.3,"Very Good","G",62.5,605,4.25,4.32,2.68
0.3,"Very Good","G",62.9,605,4.26,4.29,2.69
0.3,"Good","H",63.4,605,4.21,4.24,2.68
0.3,"Ideal","H",61.5,605,4.31,4.34,2.66
0.3,"Very Good","G",62.8,605,4.24,4.26,2.67
0.3,"Good","G",63.6,605,4.26,4.29,2.72
0.3,"Premium","F",62.2,605,4.22,4.27,2.64
1.01,"Good","F",63.1,5817,6.31,6.37,4
0.95,"Good","G",57.7,5817,6.5,6.58,3.77
1.06,"Premium","D",59.4,5817,6.72,6.65,3.97
1.08,"Premium","H",58.6,5818,6.84,6.78,3.99
1.12,"Ideal","H",60.9,5818,6.7,6.73,4.09
1.2,"Good","I",61.7,5818,6.65,6.74,4.13
1.2,"Good","I",59.6,5818,6.84,6.89,4.09
1.14,"Very Good","F",61,5819,6.67,6.74,4.09
1,"Good","E",63.7,5819,6.37,6.34,4.05
1.07,"Very Good","H",61.3,5820,6.59,6.62,4.05
1.07,"Ideal","H",62,5820,6.55,6.58,4.07
1.23,"Ideal","I",61.8,5820,6.87,6.91,4.26
1.31,"Ideal","I",61,5820,7.05,7.01,4.29
1.05,"Very Good","D",60.5,5821,6.59,6.7,4
1.08,"Good","D",63.8,5821,6.39,6.47,4.1
1.05,"Premium","G",61.9,5821,6.56,6.52,4.05
1.05,"Premium","D",58.6,5821,6.73,6.66,3.92
1.05,"Premium","E",61.8,5821,6.57,6.5,4.04
1.1,"Premium","F",59.5,5821,6.77,6.7,4.01
1.2,"Premium","H",59.3,5822,7,6.92,4.13
1.2,"Premium","H",60.8,5822,6.87,6.79,4.15
1.2,"Ideal","H",61.7,5822,6.86,6.82,4.22
1.2,"Premium","H",62.2,5822,6.79,6.71,4.2
1.19,"Ideal","E",60.2,5822,6.87,6.84,4.13
1.01,"Good","E",64,5823,6.38,6.28,4.05
1.3,"Premium","H",62.7,5824,7.01,6.97,4.38
1,"Ideal","G",62.3,5824,6.38,6.36,3.97
0.91,"Very Good","D",59.6,5825,6.32,6.34,3.77
1.19,"Good","F",57.6,5825,6.98,7.02,4.03
1.21,"Very Good","H",62.4,5826,6.83,6.79,4.25
1.01,"Premium","H",62.1,5826,6.36,6.32,3.94
1.03,"Premium","G",63,5826,6.45,6.4,4.05
1.2,"Ideal","G",61.1,5826,6.86,6.83,4.18
0.9,"Ideal","F",60.8,5828,6.22,6.24,3.79
1.01,"Ideal","H",59.1,5828,6.58,6.61,3.9
1.13,"Ideal","D",61.8,5829,6.68,6.74,4.15
1.01,"Good","E",65.6,5829,6.16,6.22,4.06
1,"Good","F",64.8,5829,6.17,6.23,4.02
1.15,"Very Good","H",60.3,5831,6.75,6.79,4.08
1.14,"Ideal","H",61.6,5831,6.68,6.72,4.13
1.16,"Good","J",61.6,5831,6.79,6.85,4.2
1.37,"Ideal","J",63,5831,7.11,7.05,4.46
1.17,"Premium","H",58.5,5831,6.95,6.9,4.05
1.27,"Premium","H",58.9,5832,7.09,7.03,4.16
1.3,"Very Good","J",61.6,5832,7.02,7.07,4.34
1.22,"Premium","I",62.3,5832,6.79,6.83,4.24
1.01,"Ideal","D",62,5832,6.37,6.44,3.97
1.01,"Very Good","D",62.5,5832,6.34,6.4,3.98
1.01,"Very Good","D",62.8,5832,6.36,6.42,4.01
1.31,"Premium","I",60.4,5832,7.16,7.05,4.29
1.33,"Premium","I",62.4,5832,7.04,7.02,4.39
1.2,"Ideal","H",63,5833,6.74,6.65,4.22
1.2,"Very Good","H",63.2,5833,6.74,6.67,4.24
1.05,"Ideal","H",61.7,5833,6.55,6.52,4.03
1,"Fair","F",65.3,5833,6.28,6.25,4.09
1.5,"Good","H",57.3,5833,7.55,7.5,4.31
1.23,"Good","I",63.6,5834,6.76,6.85,4.33
1.37,"Very Good","I",62.2,5834,7.07,7.17,4.43
1.06,"Ideal","F",61.9,5834,6.57,6.54,4.06
1.24,"Very Good","I",62.7,5836,6.82,6.87,4.29
1.03,"Ideal","D",60.7,5836,6.51,6.53,3.96
1.08,"Premium","F",61.3,5836,6.63,6.58,4.05
1.17,"Ideal","F",62.2,5837,6.71,6.73,4.18
1.03,"Ideal","E",60.3,5837,6.62,6.57,3.98
1.12,"Ideal","H",61.8,5838,6.67,6.69,4.13
1.01,"Premium","G",62.1,5839,6.35,6.37,3.95
1.01,"Very Good","G",61.6,5839,6.4,6.46,3.96
1.02,"Very Good","D",62.7,5839,6.42,6.5,4.05
1.08,"Ideal","H",62.1,5839,6.59,6.56,4.08
1.02,"Ideal","E",62.2,5840,6.44,6.47,4.01
1,"Fair","F",64.9,5840,6.26,6.31,4.08
0.74,"Ideal","D",61.4,5841,5.82,5.87,3.58
1.23,"Premium","F",59.9,5841,7.02,6.96,4.19
1.17,"Ideal","D",62.7,5842,6.7,6.72,4.21
1.05,"Ideal","F",61.3,5842,6.58,6.61,4.04
1,"Ideal","F",62,5844,6.43,6.48,4
1.09,"Very Good","H",60.2,5845,6.66,6.7,4.02
1.12,"Premium","H",62.1,5845,6.6,6.64,4.11
1.5,"Fair","J",64.5,5846,7.2,7.07,4.6
1.2,"Premium","G",62.4,5846,6.77,6.73,4.21
1.2,"Premium","H",62.3,5846,6.82,6.75,4.23
1.2,"Premium","F",62.6,5846,6.79,6.73,4.23
1.03,"Premium","H",61.2,5849,6.55,6.52,4
1.26,"Very Good","H",63.1,5849,6.91,6.81,4.34
1.08,"Ideal","H",61.9,5850,6.64,6.61,4.1
1.25,"Very Good","F",58,5851,7.16,7.06,4.13
1,"Very Good","D",63.2,5851,6.31,6.35,4
1.15,"Premium","G",62.2,5851,6.76,6.68,4.18
1.15,"Premium","G",62.6,5851,6.71,6.65,4.18
1.33,"Ideal","J",61.3,5852,7.08,7.11,4.35
1.16,"Ideal","H",60,5852,6.87,6.84,4.11
1,"Fair","G",58.7,5853,6.47,6.45,3.79
1.2,"Very Good","H",63.1,5853,6.69,6.65,4.2
1,"Very Good","H",61.3,5854,6.38,6.4,3.92
1.11,"Ideal","H",61.6,5854,6.69,6.73,4.07
1.01,"Premium","F",59.1,5854,6.65,6.52,3.89
1.01,"Ideal","I",62.5,5855,6.38,6.41,4
0.9,"Good","G",61.8,5855,6.12,6.17,3.8
1.23,"Very Good","I",63.1,5855,6.91,6.79,4.32
1.23,"Ideal","I",62,5855,6.91,6.87,4.27
1.36,"Premium","I",62.7,5856,7.01,7.08,4.42
1.33,"Ideal","J",62.4,5857,7.04,7.07,4.4
1.14,"Premium","H",61.3,5858,6.76,6.72,4.13
1.24,"Very Good","H",60,5858,6.99,7.05,4.21
1.81,"Fair","J",68,5859,7.43,7.39,5.04
1,"Very Good","G",61.5,5860,6.36,6.39,3.92
1,"Good","G",63.5,5860,6.23,6.33,3.99
1.09,"Premium","H",60.2,5860,6.71,6.67,4.03
1.01,"Premium","D",61.5,5860,6.46,6.39,3.95
1.01,"Very Good","H",61.2,5861,6.49,6.41,3.95
1.01,"Very Good","F",62.4,5861,6.37,6.42,3.99
1.14,"Ideal","H",60.4,5861,6.78,6.83,4.11
1.35,"Ideal","J",61.4,5862,7.1,7.13,4.37
1.12,"Ideal","H",62.8,5863,6.66,6.61,4.17
1.14,"Ideal","I",61.7,5863,6.75,6.77,4.17
1,"Good","G",64.2,5863,6.23,6.29,4.02
1.01,"Premium","G",60.7,5864,6.46,6.42,3.91
1.01,"Premium","G",61.2,5864,6.49,6.46,3.96
1.01,"Premium","G",63,5864,6.41,6.35,4.02
1.01,"Premium","G",61.9,5864,6.38,6.34,3.94
1.01,"Premium","G",61.6,5864,6.46,6.36,3.95
1.01,"Premium","G",61.5,5864,6.47,6.41,3.96
1,"Good","F",64,5864,6.29,6.25,4.03
1,"Premium","F",62.8,5864,6.38,6.35,4
1,"Premium","F",59.9,5864,6.46,6.42,3.86
1.01,"Premium","G",60.7,5864,6.49,6.45,3.93
1.01,"Premium","G",62.1,5864,6.43,6.38,3.98
1.01,"Premium","G",60.2,5864,6.55,6.48,3.92
1.1,"Ideal","I",62.3,5864,6.64,6.6,4.12
1.21,"Very Good","I",59.4,5865,6.9,6.97,4.12
1,"Very Good","E",60.1,5865,6.45,6.49,3.89
1.21,"Very Good","I",61.2,5866,6.85,6.91,4.21
1.24,"Ideal","J",61.6,5866,6.89,6.93,4.26
1.24,"Ideal","I",61.8,5866,6.85,6.9,4.25
1.08,"Ideal","H",60,5867,6.69,6.66,4.01
1.2,"Very Good","H",62.4,5868,6.76,6.8,4.23
1.1,"Ideal","G",62.2,5868,6.56,6.6,4.09
1.2,"Premium","G",62.5,5868,6.74,6.68,4.21
1.31,"Premium","I",63,5869,6.96,6.91,4.37
1.21,"Very Good","H",63.1,5871,6.74,6.69,4.24
1.18,"Good","D",59.7,5871,6.83,6.88,4.09
1.68,"Good","E",64.3,5871,7.48,7.44,4.8
1.21,"Premium","H",62.5,5871,6.77,6.7,4.21
1.04,"Good","F",63.6,5871,6.4,6.36,4.06
1.07,"Premium","D",61.8,5872,6.57,6.54,4.05
1.07,"Ideal","D",61.8,5872,6.59,6.54,4.06
