carat,cut,color,depth,price,x,y,z
1.09,Ideal,F,62.5,5527,6.59,6.54,4.1
1.09,Ideal,D,61.3,6532,6.61,6.65,4.06
1.09,Ideal,E,61.2,7443,6.62,6.67,4.07
1.09,Ideal,J,60.7,4611,6.64,6.68,4.04
1.09,Ideal,F,60.9,7520,6.73,6.66,4.08
1.09,Ideal,D,62.7,6133,6.55,6.59,4.12
1.09,Ideal,G,62.1,7487,6.57,6.63,4.1
1.09,Ideal,D,61.9,6133,6.57,6.61,4.08
1.09,Ideal,H,62.3,5125,6.58,6.61,4.11
1.09,Ideal,G,60.9,6617,6.69,6.72,4.08
1.09,Ideal,E,62.4,7978,6.55,6.6,4.1
1.09,Ideal,H,62.5,5125,6.53,6.58,4.1
1.09,Ideal,H,61.3,6643,6.66,6.68,4.09
1.09,Ideal,H,61.1,5125,6.62,6.71,4.07
1.09,Ideal,G,62.2,7961,6.61,6.65,4.13
1.09,Ideal,E,61.9,5127,6.64,6.6,4.1
1.09,Ideal,E,61.6,5127,6.64,6.6,4.08
1.09,Ideal,F,61.6,3882,6.69,6.62,4.1
1.09,Ideal,H,61.1,5125,6.6,6.69,4.1
1.09,Ideal,F,61.2,4981,6.64,6.6,4.05
1.09,Ideal,G,62.4,7081,6.61,6.56,4.11
1.09,Ideal,E,61.1,5935,6.66,6.7,4.08
1.08,Ideal,E,61.7,10292,6.58,6.61,4.07
1.08,Ideal,F,62.1,8321,6.6,6.64,4.11
1.08,Ideal,F,61.0,7923,6.68,6.61,4.06
1.08,Ideal,H,60.3,6411,6.67,6.7,4.03
1.08,Ideal,F,61.6,10046,6.57,6.6,4.06
1.08,Ideal,H,61.9,5791,6.58,6.64,4.09
1.08,Ideal,H,60.0,5867,6.69,6.66,4.01
1.08,Ideal,G,62.2,4627,6.59,6.56,4.09
1.08,Ideal,F,62.3,7917,6.6,6.56,4.1
1.08,Ideal,D,61.9,8481,6.54,6.57,4.06
1.08,Ideal,H,61.8,5625,6.59,6.55,4.06
1.08,Ideal,E,61.7,5080,6.6,6.55,4.06
1.08,Ideal,G,62.4,7925,6.57,6.63,4.12
1.08,Ideal,F,62.1,10052,6.57,6.6,4.09
1.08,Ideal,G,61.9,4627,6.57,6.55,4.06
1.08,Ideal,G,61.3,5057,6.55,6.64,4.04
1.08,Ideal,E,61.5,13994,6.57,6.64,4.06
1.08,Ideal,G,62.1,4733,6.56,6.58,4.08
1.08,Ideal,E,62.5,10300,6.52,6.57,4.09
1.08,Ideal,J,62.3,4093,6.6,6.53,4.09
1.08,Ideal,F,61.9,7110,6.58,6.64,4.09
1.08,Ideal,G,61.4,7551,6.59,6.63,4.06
1.08,Ideal,E,61.6,8674,6.58,6.61,4.06
1.08,Ideal,F,62.7,5327,6.52,6.49,4.08
1.08,Ideal,H,61.8,5517,6.6,6.61,4.09
1.08,Ideal,G,61.0,7553,6.62,6.65,4.05
1.08,Ideal,G,61.3,6706,6.62,6.59,4.05
1.08,Ideal,I,60.3,4757,6.67,6.62,4.01
1.08,Ideal,H,62.5,6961,6.56,6.58,4.1
1.08,Ideal,J,62.1,4633,6.54,6.57,4.07
1.08,Ideal,H,62.7,4740,6.48,6.51,4.07
1.08,Ideal,E,62.0,7548,6.62,6.57,4.09
1.08,Ideal,H,60.5,6426,6.63,6.67,4.02
1.08,Ideal,F,61.8,3168,6.64,6.62,4.1
1.08,Ideal,G,61.8,7635,6.56,6.58,4.06
1.08,Ideal,I,61.4,4355,6.67,6.62,4.08
1.08,Ideal,G,62.3,7295,6.53,6.57,4.08
1.08,Ideal,F,62.7,5534,6.53,6.57,4.11
1.08,Ideal,D,61.1,9545,6.59,6.63,4.04
1.08,Ideal,G,62.5,6561,6.56,6.6,4.11
1.08,Ideal,D,61.6,5352,6.62,6.58,4.07
1.08,Ideal,G,61.8,5352,6.58,6.55,4.06
1.08,Ideal,G,62.3,4489,6.53,6.57,4.08
1.08,Ideal,H,62.8,4964,6.55,6.51,4.1
1.08,Ideal,G,62.3,7187,6.59,6.61,4.11
1.08,Ideal,G,62.7,3825,6.63,6.57,4.14
1.08,Ideal,G,61.3,6586,6.59,6.62,4.05
1.08,Ideal,H,61.2,4564,6.57,6.63,4.04
1.08,Ideal,F,61.8,6884,6.58,6.63,4.08
1.08,Ideal,E,61.0,12098,6.66,6.62,4.05
1.08,Ideal,H,61.8,4491,6.57,6.6,4.07
1.08,Ideal,J,61.8,3537,6.56,6.58,4.06
1.08,Ideal,I,62.3,4130,6.56,6.61,4.1
1.08,Ideal,G,62.1,5559,6.54,6.57,4.07
1.08,Ideal,G,61.8,6931,6.57,6.63,4.08
1.08,Ideal,I,61.8,5357,6.57,6.6,4.07
1.08,Ideal,F,61.0,7781,6.61,6.68,4.06
1.08,Ideal,I,61.9,3849,6.58,6.61,4.08
1.08,Ideal,H,61.9,5850,6.64,6.61,4.1
1.08,Ideal,H,60.6,5756,6.61,6.65,4.02
1.08,Ideal,E,61.5,7672,6.59,6.62,4.06
1.08,Ideal,I,62.6,5049,6.51,6.56,4.09
1.08,Ideal,E,61.7,4989,6.55,6.6,4.06
1.08,Ideal,G,61.8,4814,6.54,6.6,4.06
1.08,Ideal,H,62.2,4413,6.6,6.56,4.09
1.08,Ideal,I,61.4,4476,6.67,6.62,4.08
1.08,Ideal,I,61.6,5000,6.63,6.59,4.07
1.08,Ideal,E,61.8,10313,6.55,6.59,4.06
1.08,Ideal,E,61.7,14032,6.6,6.63,4.08
1.08,Ideal,H,62.1,5839,6.59,6.56,4.08
1.08,Ideal,H,62.0,6562,6.56,6.6,4.08
1.08,Ideal,H,61.4,5049,6.6,6.66,4.07
1.08,Ideal,H,62.4,6856,6.53,6.57,4.09
1.08,Ideal,G,61.4,4771,6.62,6.6,4.06
1.08,Ideal,G,61.3,8873,6.59,6.62,4.05
1.08,Ideal,D,61.6,5256,6.58,6.62,4.07
1.08,Ideal,G,61.8,5256,6.55,6.58,4.06
1.08,Ideal,H,61.9,5745,6.61,6.64,4.1
1.08,Ideal,G,62.3,9831,6.55,6.59,4.09
1.08,Ideal,H,62.0,3629,6.65,6.55,4.06
1.08,Ideal,D,60.2,5247,6.63,6.67,4.0
1.08,Ideal,F,61.9,7629,6.58,6.61,4.09
1.08,Ideal,G,60.3,6769,6.62,6.64,4.0
1.08,Ideal,G,62.4,6532,6.62,6.55,4.11
1.08,Ideal,E,62.6,5096,6.53,6.56,4.1
1.08,Ideal,D,61.8,6078,6.62,6.69,4.11
1.08,Ideal,F,61.4,8405,6.61,6.69,4.08
1.08,Ideal,D,59.1,5177,6.7,6.76,3.98
1.08,Ideal,I,62.1,4521,6.57,6.53,4.07
1.08,Ideal,G,61.9,4544,6.55,6.57,4.06
1.08,Ideal,G,62.2,4544,6.56,6.59,4.09
1.08,Ideal,D,61.3,6203,6.63,6.72,4.09
1.08,Ideal,H,59.3,4455,6.71,6.74,3.99
1.08,Ideal,I,62.6,5141,6.56,6.51,4.09
1.08,Ideal,H,60.4,4455,6.63,6.68,4.02
1.08,Ideal,E,61.0,11166,6.64,6.67,4.06
1.08,Ideal,F,61.3,5164,6.59,6.62,4.05
1.08,Ideal,G,61.9,4675,6.55,6.57,4.06
1.08,Ideal,G,62.0,6779,6.62,6.57,4.09
1.08,Ideal,F,62.9,5106,6.54,6.53,4.11
1.08,Ideal,G,62.1,5661,6.57,6.54,4.07
1.08,Ideal,G,61.6,8347,6.6,6.65,4.08
1.08,Ideal,I,61.8,5455,6.6,6.57,4.07
1.08,Ideal,G,62.5,6530,6.57,6.54,4.1
1.08,Ideal,H,59.7,5154,6.71,6.69,4.0
1.08,Ideal,J,61.8,4443,6.55,6.58,4.06
1.08,Ideal,G,61.3,9035,6.62,6.59,4.05
1.08,Ideal,J,61.8,4524,6.58,6.55,4.06
1.08,Ideal,I,61.9,5172,6.54,6.61,4.07
1.08,Ideal,H,61.4,5141,6.66,6.6,4.07
1.08,Ideal,D,62.7,6539,6.52,6.56,4.1
1.08,Ideal,G,61.7,5439,6.6,6.63,4.08
1.08,Ideal,F,62.5,7625,6.52,6.57,4.09
1.08,Ideal,H,61.0,4536,6.64,6.6,4.04
1.08,Ideal,H,59.3,4536,6.74,6.71,3.99
1.08,Ideal,E,62.6,5189,6.56,6.53,4.1
1.08,Ideal,H,62.2,4333,6.56,6.6,4.09
1.08,Ideal,H,61.8,9041,6.55,6.59,4.06
1.08,Ideal,D,60.3,6539,6.68,6.71,4.04
1.08,Ideal,H,62.1,4344,6.54,6.6,4.08
1.08,Ideal,H,60.4,4536,6.68,6.63,4.02
1.07,Ideal,G,62.8,8212,6.51,6.55,4.1
1.07,Ideal,D,60.7,6587,6.61,6.64,4.02
1.07,Ideal,G,62.2,6471,6.55,6.53,4.07
1.07,Ideal,G,62.2,6355,6.53,6.55,4.07
1.07,Ideal,G,63.0,6471,6.55,6.5,4.11
1.07,Ideal,F,60.7,5027,6.62,6.65,4.02
1.07,Ideal,J,62.1,4276,6.54,6.6,4.08
1.07,Ideal,H,61.8,5108,6.52,6.55,4.04
1.07,Ideal,H,62.8,4494,6.58,6.5,4.11
1.07,Ideal,E,62.2,5325,6.54,6.58,4.08
1.07,Ideal,G,62.2,5551,6.52,6.56,4.07
1.07,Ideal,H,61.0,5281,6.6,6.68,4.05
1.07,Ideal,J,61.5,5281,6.58,6.62,4.06
1.07,Ideal,F,62.4,7483,6.53,6.57,4.09
1.07,Ideal,E,62.4,5280,6.49,6.52,4.06
1.07,Ideal,G,62.1,7858,6.48,6.57,4.05
1.07,Ideal,H,62.8,4899,6.5,6.56,4.1
1.07,Ideal,H,60.9,5031,6.61,6.68,4.05
1.07,Ideal,E,61.6,4564,6.62,6.59,4.07
1.07,Ideal,F,60.6,5909,6.62,6.67,1.07
1.07,Ideal,H,61.0,4604,6.62,6.65,4.05
1.07,Ideal,D,61.8,9077,6.55,6.58,4.06
1.07,Ideal,E,61.2,4799,6.63,6.66,4.07
1.07,Ideal,G,61.5,9532,6.59,6.54,4.04
1.07,Ideal,E,61.9,9177,6.55,6.58,4.06
1.07,Ideal,G,61.1,4021,6.61,6.65,4.05
1.07,Ideal,I,61.5,5748,6.57,6.59,4.05
1.07,Ideal,E,61.4,9863,6.55,6.65,4.05
1.07,Ideal,I,62.0,4958,6.56,6.6,4.08
1.07,Ideal,G,62.0,4401,6.58,6.55,4.07
1.07,Ideal,G,62.3,8145,6.54,6.56,4.08
1.07,Ideal,G,61.5,8707,6.58,6.6,4.05
1.07,Ideal,F,61.9,5264,6.55,6.61,4.07
1.07,Ideal,I,62.0,5373,6.61,6.62,4.1
1.07,Ideal,E,61.3,12031,6.57,6.62,4.04
1.07,Ideal,G,61.1,6324,6.62,6.57,4.03
1.07,Ideal,F,61.5,4764,6.6,6.57,4.05
1.07,Ideal,F,62.0,4764,6.6,6.49,4.06
1.07,Ideal,D,60.9,17042,6.66,6.73,4.08
1.07,Ideal,H,62.1,4458,6.53,6.49,4.04
1.07,Ideal,G,62.2,5303,6.59,6.56,4.09
1.07,Ideal,F,62.0,11434,6.52,6.57,4.06
1.07,Ideal,I,62.0,5302,6.56,6.5,4.05
1.07,Ideal,I,61.7,5002,6.57,6.59,4.06
1.07,Ideal,H,60.9,5123,6.68,6.61,4.05
1.07,Ideal,E,61.7,10104,6.55,6.61,4.06
1.07,Ideal,H,62.1,5498,6.53,6.58,4.07
1.07,Ideal,E,62.4,4698,6.55,6.52,4.08
1.07,Ideal,G,62.1,7485,6.56,6.59,4.08
1.07,Ideal,G,62.1,4752,6.54,6.61,4.08
1.07,Ideal,G,62.4,6648,6.53,6.58,4.09
1.07,Ideal,F,61.2,4128,6.62,6.59,4.04
1.07,Ideal,G,62.0,7198,6.58,6.52,4.06
1.07,Ideal,F,62.3,6200,6.51,6.53,4.06
1.07,Ideal,G,61.8,7198,6.59,6.55,4.06
1.07,Ideal,G,61.5,9361,6.54,6.59,4.04
1.07,Ideal,G,61.9,5347,6.57,6.62,4.08
1.07,Ideal,E,60.0,7190,6.64,6.62,3.98
1.07,Ideal,H,60.2,6479,6.66,6.69,4.02
1.07,Ideal,F,61.9,4374,6.53,6.58,4.06
1.07,Ideal,G,62.4,8235,6.48,6.55,4.07
1.07,Ideal,E,61.5,5602,6.58,6.61,4.06
1.07,Ideal,E,61.8,10453,6.56,6.61,4.07
1.07,Ideal,D,61.8,5767,6.54,6.59,4.06
1.07,Ideal,E,62.3,10133,6.51,6.61,4.09
1.07,Ideal,F,61.4,5313,6.57,6.63,4.05
1.07,Ideal,E,61.8,7240,6.53,6.61,4.06
1.07,Ideal,J,62.0,4235,6.53,6.57,4.06
1.07,Ideal,G,61.8,6917,6.58,6.52,4.05
1.07,Ideal,J,61.6,4602,6.55,6.59,4.04
1.07,Ideal,D,62.5,8202,6.48,6.51,4.06
1.07,Ideal,G,62.2,7748,6.53,6.56,4.07
1.07,Ideal,H,62.0,5820,6.55,6.58,4.07
1.07,Ideal,G,61.9,7275,6.55,6.57,4.06
1.07,Ideal,G,61.4,7275,6.56,6.63,4.05
1.07,Ideal,G,61.7,7577,6.53,6.57,4.04
1.07,Ideal,E,60.4,4973,6.62,6.56,3.98
1.07,Ideal,H,61.7,7273,6.56,6.68,4.06
1.07,Ideal,I,62.1,4764,6.61,6.53,4.08
1.07,Ideal,F,60.3,10093,6.65,6.68,4.02
1.07,Ideal,H,59.2,4314,6.7,6.64,3.95
1.07,Ideal,E,61.7,4374,6.59,6.56,4.06
1.07,Ideal,G,61.6,7577,6.55,6.61,4.05
1.07,Ideal,F,61.5,7286,6.58,6.62,4.06
1.07,Ideal,G,61.4,7222,6.57,6.6,4.04
1.07,Ideal,I,62.3,6685,6.56,6.6,4.1
1.07,Ideal,H,60.2,5063,6.61,6.55,3.96
1.07,Ideal,H,61.5,5065,6.6,6.66,4.08
1.07,Ideal,J,60.8,3775,6.61,6.57,4.01
1.07,Ideal,G,62.4,4419,6.56,6.58,4.1
1.07,Ideal,F,62.3,10061,6.56,6.58,4.09
1.07,Ideal,G,61.7,4421,6.55,6.59,4.05
1.07,Ideal,D,61.3,10266,6.55,6.64,4.04
1.07,Ideal,I,61.7,5093,6.59,6.57,4.06
1.07,Ideal,F,62.3,6049,6.57,6.59,4.1
1.07,Ideal,J,62.4,4422,6.52,6.56,4.08
1.07,Ideal,G,62.6,9276,6.58,6.5,4.1
1.07,Ideal,H,61.3,7821,6.6,6.62,4.05
1.07,Ideal,E,61.4,6561,6.57,6.62,4.05
1.07,Ideal,G,61.4,9703,6.59,6.66,4.06
1.07,Ideal,G,62.1,5232,6.59,6.52,4.07
1.07,Ideal,G,62.3,6558,6.58,6.54,4.09
1.07,Ideal,H,62.1,3412,6.55,6.59,4.08
1.07,Ideal,G,61.8,6793,6.52,6.58,4.05
1.07,Ideal,E,62.5,6060,6.56,6.5,4.08
1.07,Ideal,G,62.2,6040,6.55,6.5,4.06
1.07,Ideal,G,61.7,5532,6.59,6.61,4.07
1.07,Ideal,E,61.7,10288,6.61,6.55,4.06
1.07,Ideal,F,62.7,5982,6.47,6.53,4.08
1.07,Ideal,H,62.0,4830,6.51,6.56,4.05
1.07,Ideal,G,60.9,8895,6.6,6.67,4.04
1.07,Ideal,G,61.8,8491,6.57,6.61,4.07
1.07,Ideal,I,62.0,5207,6.5,6.56,4.05
1.07,Ideal,D,60.3,12545,6.63,6.68,4.01
1.07,Ideal,F,62.0,5077,6.51,6.55,4.09
1.07,Ideal,F,61.0,7564,6.59,6.62,4.03
1.07,Ideal,H,62.4,4840,6.56,6.59,4.1
1.07,Ideal,D,61.8,5872,6.59,6.54,4.06
1.07,Ideal,E,61.4,10043,6.65,6.55,4.05
1.07,Ideal,H,62.0,4918,6.56,6.51,4.05
1.07,Ideal,H,59.2,4434,6.7,6.64,3.95
1.07,Ideal,F,59.4,5436,6.73,6.67,3.98
1.07,Ideal,H,61.5,3415,6.64,6.6,4.07
1.07,Ideal,E,61.3,10222,6.53,6.6,4.02
1.07,Ideal,E,61.5,5704,6.61,6.58,4.06
1.07,Ideal,G,60.8,3595,6.62,6.6,4.02
1.07,Ideal,E,60.0,8998,6.66,6.7,4.01
1.07,Ideal,G,61.9,5444,6.62,6.57,4.08
1.07,Ideal,H,62.1,5220,6.5,6.55,4.05
1.07,Ideal,H,61.0,7440,6.59,6.63,4.03
1.07,Ideal,F,62.0,4678,6.49,6.6,4.06
1.07,Ideal,G,62.4,8393,6.51,6.56,4.08
1.07,Ideal,F,61.5,4678,6.57,6.6,4.05
1.07,Ideal,G,61.9,9169,6.6,6.62,4.09
1.07,Ideal,E,62.4,4613,6.52,6.55,4.08
1.07,Ideal,H,63.6,5698,6.46,6.42,4.09
1.07,Ideal,D,61.4,4513,6.55,6.58,4.03
1.07,Ideal,E,61.4,5537,6.59,6.53,4.03
1.07,Ideal,I,60.6,5167,6.64,6.62,4.02
1.07,Ideal,F,61.5,5240,6.56,6.62,4.05
1.07,Ideal,H,62.3,6082,6.59,6.54,4.09
1.07,Ideal,G,61.8,7069,6.55,6.59,4.06
1.07,Ideal,I,62.2,5103,6.52,6.57,4.07
1.07,Ideal,J,61.7,4686,6.58,6.55,4.05
1.07,Ideal,J,61.6,4686,6.59,6.55,4.04
1.07,Ideal,F,61.7,8640,6.52,6.54,4.03
1.07,Ideal,F,62.0,6459,6.5,6.47,4.08
1.07,Ideal,F,61.6,4954,0.0,6.62,0.0
1.07,Ideal,F,62.1,7850,6.58,6.56,4.08
1.07,Ideal,I,61.1,4319,6.66,6.6,4.05
1.07,Ideal,F,61.6,5405,6.56,6.53,4.03
1.07,Ideal,G,60.2,5453,6.7,6.59,4.0
1.07,Ideal,G,62.8,8120,6.56,6.46,4.09
1.07,Ideal,H,61.1,4955,6.63,6.6,4.04
1.07,Ideal,H,61.8,4442,6.58,6.63,4.08
1.07,Ideal,E,61.4,5393,6.62,6.57,4.05
1.06,Ideal,G,61.8,6240,6.56,6.52,4.04
1.06,Ideal,G,62.3,8451,6.5,6.53,4.06
1.06,Ideal,I,60.3,5516,6.61,6.66,4.01
1.06,Ideal,F,62.2,5613,6.52,6.5,4.05
1.06,Ideal,G,62.5,4238,6.55,6.51,4.08
1.06,Ideal,D,62.0,11837,6.52,6.54,4.05
1.06,Ideal,G,61.6,8488,6.53,6.55,4.03
1.06,Ideal,E,62.0,13344,6.49,6.54,4.04
1.06,Ideal,D,61.2,15813,6.57,6.61,4.03
1.06,Ideal,H,62.7,4120,6.48,6.53,4.08
1.06,Ideal,I,62.8,4333,6.52,6.47,4.08
1.06,Ideal,D,61.1,11209,6.58,6.59,4.02
1.06,Ideal,I,61.8,4270,6.57,6.6,4.07
1.06,Ideal,F,62.1,3544,6.54,6.57,4.07
1.06,Ideal,I,61.6,5748,6.53,6.58,4.04
1.06,Ideal,G,60.5,5393,6.64,6.59,4.0
1.06,Ideal,G,61.0,3321,6.62,6.56,4.02
1.06,Ideal,E,61.6,5798,6.55,6.59,4.05
1.06,Ideal,I,62.0,5577,6.55,6.58,4.07
1.06,Ideal,G,61.6,7934,6.53,6.56,4.03
1.06,Ideal,G,62.0,5342,6.54,6.5,4.04
1.06,Ideal,D,62.0,12053,6.53,6.57,4.06
1.06,Ideal,G,62.9,7836,6.6,6.56,4.14
1.06,Ideal,F,61.8,3544,6.55,6.58,4.06
1.06,Ideal,F,62.7,3461,6.52,6.47,4.07
1.06,Ideal,E,58.8,5877,6.71,6.66,3.93
1.06,Ideal,E,62.1,8413,6.49,6.52,4.04
1.06,Ideal,F,62.1,5655,6.51,6.53,4.05
1.06,Ideal,G,61.7,8093,6.52,6.57,4.04
1.06,Ideal,F,62.1,3609,6.57,6.54,4.07
1.06,Ideal,G,61.3,8093,6.53,6.56,4.01
1.06,Ideal,G,62.9,5461,6.52,6.49,4.09
1.06,Ideal,F,61.9,12539,6.54,6.57,4.06
1.06,Ideal,G,61.7,8093,6.53,6.56,4.04
1.06,Ideal,G,61.0,8044,6.57,6.55,4.0
1.06,Ideal,I,61.2,5651,6.59,6.56,4.03
1.06,Ideal,I,61.9,4103,6.47,6.52,4.02
1.06,Ideal,G,61.5,8093,6.54,6.56,4.03
1.06,Ideal,F,61.0,11195,6.64,6.55,4.02
1.06,Ideal,H,62.7,4196,6.53,6.48,4.08
1.06,Ideal,D,62.7,6055,6.55,6.52,4.1
1.06,Ideal,I,61.8,6060,6.5,6.57,4.05
1.06,Ideal,G,61.6,8643,6.55,6.53,4.03
1.06,Ideal,I,61.3,4167,6.59,6.55,4.03
1.06,Ideal,E,61.8,7788,6.59,6.51,4.05
1.06,Ideal,F,61.7,8344,6.55,6.57,4.05
1.06,Ideal,G,61.0,7900,6.55,6.57,4.0
1.06,Ideal,H,61.2,5373,6.61,6.57,4.03
1.06,Ideal,E,61.8,6114,6.59,6.52,4.05
1.06,Ideal,G,61.7,8358,6.59,6.56,4.06
1.06,Ideal,F,61.0,10995,6.55,6.64,4.02
1.06,Ideal,E,62.1,8567,6.52,6.49,4.04
1.06,Ideal,I,61.0,5362,6.55,6.59,4.01
1.06,Ideal,G,60.1,8626,6.61,6.66,3.99
1.06,Ideal,F,61.8,5354,6.56,6.51,4.04
1.06,Ideal,D,62.7,5946,6.52,6.55,4.1
1.06,Ideal,F,61.7,6249,6.56,6.58,4.06
1.06,Ideal,G,61.2,7790,6.56,6.62,4.03
1.06,Ideal,I,62.8,3146,6.51,6.46,4.07
1.06,Ideal,G,61.8,6128,6.52,6.56,4.04
1.06,Ideal,F,61.1,7776,6.6,6.57,4.03
1.06,Ideal,J,61.4,5459,6.55,6.6,4.04
1.06,Ideal,F,61.9,5834,6.57,6.54,4.06
1.06,Ideal,H,60.6,4267,6.63,6.6,4.01
1.06,Ideal,I,61.8,5697,6.54,6.57,4.04
1.06,Ideal,I,61.1,5702,6.59,6.61,4.03
1.06,Ideal,H,60.5,5669,6.63,6.6,4.0
1.06,Ideal,G,61.1,8285,6.54,6.61,4.02
1.06,Ideal,F,62.1,5758,6.53,6.51,4.05
1.06,Ideal,F,61.1,8619,6.57,6.62,4.03
1.06,Ideal,H,62.5,5889,6.49,6.47,4.05
1.06,Ideal,I,62.2,6069,6.51,6.55,4.06
1.06,Ideal,I,62.2,4313,6.49,6.53,4.05
1.06,Ideal,G,61.6,6728,6.53,6.59,4.04
1.06,Ideal,D,61.9,13588,6.51,6.54,4.04
1.06,Ideal,G,62.3,7255,6.49,6.54,4.06
1.06,Ideal,G,62.3,3936,6.54,6.49,4.06
1.06,Ideal,F,60.5,6399,6.6,6.58,3.99
1.06,Ideal,I,62.4,3975,6.48,6.54,4.06
1.06,Ideal,I,60.2,6945,6.62,6.66,4.0
1.06,Ideal,H,61.7,4547,6.53,6.51,4.02
1.06,Ideal,D,61.8,13588,6.49,6.53,4.03
1.06,Ideal,I,62.3,4530,6.56,6.51,4.07
1.06,Ideal,G,61.1,6548,6.56,6.59,4.02
1.06,Ideal,F,61.1,8776,6.62,6.57,4.03
1.06,Ideal,G,62.2,4541,6.56,6.53,4.07
1.06,Ideal,D,61.5,6565,6.58,6.55,4.04
1.06,Ideal,E,60.7,3977,6.61,6.59,4.0
1.06,Ideal,H,60.4,3799,6.64,6.58,3.99
1.06,Ideal,H,62.4,4416,6.54,6.48,4.06
1.06,Ideal,D,61.2,4682,6.59,6.51,4.01
1.06,Ideal,H,62.1,5020,6.51,6.57,4.06
1.06,Ideal,G,62.2,4778,6.55,6.48,4.05
1.06,Ideal,E,61.3,9092,6.54,6.57,4.02
1.06,Ideal,J,61.3,3932,6.55,6.6,4.03
1.06,Ideal,F,61.7,6363,6.58,6.56,4.06
1.06,Ideal,H,62.5,4829,6.46,6.5,4.05
1.06,Ideal,F,61.9,7479,6.55,6.53,4.05
1.06,Ideal,E,59.6,5250,6.64,6.62,3.95
1.06,Ideal,H,61.7,5255,6.48,6.52,4.01
1.06,Ideal,G,61.0,4578,6.56,6.61,4.02
1.06,Ideal,I,61.4,4405,6.57,6.52,4.02
1.06,Ideal,G,62.0,5253,6.55,6.52,4.05
1.06,Ideal,F,61.3,9547,6.56,6.59,4.03
1.06,Ideal,D,62.3,5253,6.54,6.5,4.06
1.06,Ideal,H,62.3,6619,6.58,6.56,4.09
1.06,Ideal,D,61.7,8893,6.53,6.57,4.04
1.06,Ideal,E,62.2,5223,6.51,6.54,4.06
1.06,Ideal,G,62.2,4467,6.51,6.49,4.04
1.06,Ideal,G,61.6,7594,6.53,6.57,4.04
1.06,Ideal,E,61.0,9712,6.63,6.54,4.02
1.06,Ideal,E,60.9,5147,6.58,6.62,4.02
1.06,Ideal,H,62.2,5143,6.56,6.49,4.06
1.06,Ideal,F,61.0,7075,6.57,6.6,4.02
1.06,Ideal,F,61.2,4862,6.62,6.57,4.03
1.06,Ideal,G,60.7,7594,6.6,6.64,4.02
1.06,Ideal,H,59.4,4452,6.67,6.63,3.95
1.06,Ideal,I,62.7,4591,6.48,6.5,4.07
1.06,Ideal,G,61.4,7589,6.55,6.58,4.03
1.06,Ideal,G,62.0,5159,6.52,6.55,4.05
1.06,Ideal,I,62.3,4449,6.51,6.56,4.07
1.06,Ideal,F,61.2,7592,6.58,6.55,4.02
1.06,Ideal,D,62.3,5159,6.5,6.54,4.06
1.06,Ideal,E,61.9,7275,6.54,6.58,4.06
1.06,Ideal,G,62.7,6411,6.53,6.49,4.08
1.06,Ideal,G,62.2,4459,6.53,6.56,4.07
1.06,Ideal,F,61.4,7641,6.56,6.61,4.04
1.06,Ideal,I,61.9,4745,6.56,6.59,4.07
1.06,Ideal,F,62.1,9118,6.54,6.5,4.05
1.06,Ideal,I,61.2,4749,6.6,6.57,4.03
1.06,Ideal,H,59.9,4749,6.67,6.63,3.98
1.06,Ideal,G,61.3,6809,6.56,6.58,4.03
1.06,Ideal,F,61.1,7637,6.57,6.6,4.03
1.06,Ideal,H,61.4,5194,6.62,6.58,4.05
1.06,Ideal,I,61.4,5116,6.59,6.61,4.05
1.06,Ideal,H,61.7,5188,6.58,6.55,4.05
1.06,Ideal,H,60.8,4602,6.64,6.61,4.03
1.06,Ideal,F,61.3,4862,6.56,6.51,4.01
1.06,Ideal,D,62.5,6981,6.6,6.53,4.1
1.06,Ideal,D,62.6,6426,6.49,6.52,4.07
1.06,Ideal,H,62.8,4452,6.57,6.49,4.1
1.06,Ideal,H,60.6,4622,6.62,6.65,4.02
1.06,Ideal,G,61.4,8726,6.52,6.55,4.01
1.06,Ideal,D,62.5,6856,6.53,6.6,4.1
1.06,Ideal,I,61.3,4092,6.55,6.59,4.03
1.06,Ideal,F,62.1,8954,6.5,6.54,4.05
1.06,Ideal,G,61.9,6890,6.54,6.58,4.06
1.06,Ideal,E,62.2,5319,6.54,6.51,4.06
1.06,Ideal,F,61.9,7345,6.53,6.55,4.05
1.06,Ideal,H,60.1,4516,6.58,6.67,3.98
1.06,Ideal,I,61.4,3777,6.57,6.63,4.05
1.06,Ideal,H,60.9,4563,6.58,6.63,4.02
1.06,Ideal,D,62.0,9625,6.49,6.54,4.04
1.06,Ideal,H,62.7,4523,6.46,6.5,4.06
1.06,Ideal,I,61.2,4630,6.64,6.6,4.05
1.06,Ideal,H,61.3,7193,6.55,6.53,4.01
1.06,Ideal,H,61.8,6698,6.52,6.49,4.02
1.06,Ideal,G,62.8,7160,6.49,6.51,4.08
1.06,Ideal,G,62.2,6660,6.51,6.54,4.06
1.06,Ideal,H,60.1,4401,6.65,6.63,3.99
1.06,Ideal,G,60.3,8726,6.61,6.68,4.01
1.06,Ideal,J,62.4,4643,6.51,6.57,4.08
1.06,Ideal,G,61.0,4662,6.61,6.56,4.02
1.06,Ideal,I,61.2,4630,6.64,6.6,4.05
1.06,Ideal,G,62.1,4987,6.49,6.53,4.04
1.06,Ideal,G,61.4,9645,6.56,6.62,4.04
1.06,Ideal,G,61.9,6728,6.54,6.57,4.06
